key,source,target
ST_99p_Objectives/obj_99p_05_reactivate_generators,Activate at least one generator,
ST_99p_Objectives/obj_99p_custom_activate_generators,Activate the generators,
ST_99p_Objectives/obj_99p_custom_active_generators,Active generators,
ST_99p_Objectives/obj_99p_10_apartments_attack,Attack the apartments,
ST_99p_Objectives/obj_99p_02_motel_attack,Attack the motel,
ST_99p_Objectives/obj_99p_06_confirm_upload,Confirm the upload,
ST_99p_Objectives/obj_99p_04_defend_generators,Defend the generators,
ST_99p_Objectives/obj_99p_01_enter_compound,Enter Cagnali’s territory,
ST_99p_Objectives/obj_99p_16_escape,Escape,
ST_99p_Objectives/obj_99p_12_gather_elevator,Gather in the elevator,
ST_99p_Objectives/obj_99p_13_get_into_heli,Get in Cagnali’s helicopter,
ST_99p_Objectives/obj_99p_11_locate_construction_site,Locate the entrance to the construction site,
ST_99p_Objectives/obj_99p_03_locate_access_point,Locate the network access point,
ST_99p_Objectives/obj_99p_09_alleyway,Make your way through the alleyway,
ST_99p_Objectives/obj_99p_07_approach_cafe,Reach the café building,
ST_99p_Objectives/obj_99p_08_regroup_cafe,Regroup with Touchdown,
ST_99p_Objectives/obj_99p_15_signal_heli,Signal the escape helicopter,
ST_99p_Objectives/obj_99p_03b_start_upload,Start uploading malware,
ST_99p_Objectives/obj_99p_14_survive,Survive until the system is hacked,
ST_99p_Variations/GenericPlanner_ID_99p_upload_complete_1_All_3,100%! The upload is ready!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_50_1_All_2,50% done!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_75_1_All_1,75%!,
ST_99p_Variations/GenericPlanner_ID_99p_sending_data_1_All_1,A direct fuckin' line to Sheriff! That’s where all of that dirt is going. Gotta make it legible for the elderly though…,
ST_99p_Variations/GenericPlanner_ID_99p_generators_one_down_1_All_5,A generator just got shut off! Kill them and get it running again!,
ST_99p_Variations/GenericHeister_ID_99p_near_sewer_1_All_1,A sewer grate. Open it?,
ST_99p_Variations/GenericHeister_ID_99p_gas_fire_1_All_1,AAH get out!!!,
ST_99p_Variations/GenericBoss_ID_99p_dream_hit_1_All_3,Aaaaargh!,
ST_99p_Variations/GenericBoss_ID_99p_dream_start_1_All_1,"Aaaaargh, goddamit!",
ST_99p_Variations/GenericPlanner_ID_99p_pass_blocked_5_All_1,Ah! I see you now...,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_more_generators_1_All_1,Ah! This is taking too long! Can’t you get more of those generators going?,
ST_99p_Variations/GenericHeister_ID_99p_boom_sewer_1_All_1,Ahhh! My ears!!!,
ST_99p_Variations/GenericPlanner_ID_99p_generators_all_down_1_All_4,All generators are off! We don’t need 'em but shit we sure could use it!,
ST_99p_Variations/GenericPlanner_ID_99p_near_passage_2_All_1,All of you go!,
ST_99p_Variations/GenericPlanner_ID_99p_break_in_1_All_1,"All of you, use that elevator to get to the higher ground.",
ST_99p_Variations/GenericPlanner_ID_99p_going_up_2_All_1,Alright hold on a bit….. I’ll do another circle,
ST_99p_Variations/GenericHeister_ID_99p_next_area_3_All_1,Alright let’s go then,
ST_99p_Variations/GenericHeister_ID_99p_door_open_1_All_1,Alright let’s go!,
ST_99p_Variations/GenericHeister_ID_99p_look_passage_3_All_1,Alright!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_complete_1_All_4,Alright! It’s done!,
ST_99p_Variations/GenericPlanner_ID_99p_robots_deactivated_1_All_1,Alright! Sorry… jeez.,
ST_99p_Variations/GenericPlanner_ID_99p_wait_helicopter_1_All_1,"Alright, I’m sending chopper with something to get you through.",
ST_99p_Variations/GenericPlanner_ID_99p_hack_update_1_1_All_2,"Alright, now were getting somewhere.",
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_1_All_1,"Alright, remember the plan, it’s simple.",
ST_99p_Variations/GenericPlanner_ID_99p_next_steps_1_All_2,"Alright, work your way through the alley and to the apartments. There’ll be another terminal in one of the rooms and you can bet your ass it’ll be heavily secured.",
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_2,"Alright, you’re in. Boot up the terminal and get the upload started.",
ST_99p_Variations/GenericHeister_ID_99p_chopper_c4_2_All_1,"Alright.. don’t miss, I’m not swimming.",
ST_99p_Variations/GenericHeister_ID_99p_alt_end2_5_All_1,Alright… well fuck it.. she got no army for weeks now,
ST_99p_Variations/GenericHeister_ID_99p_cut_done_1_All_1,And open.,
ST_99p_Variations/GenericPlanner_ID_99p_helicopter_explodes_1_All_1,"And there you go, see? What’d I fuckin' tell you?",
ST_99p_Variations/GenericHeister_ID_99p_blow_warning_2_All_1,And?,
ST_99p_Variations/GenericHeister_ID_99p_no_c4_gate_1_All_1,Anyone?,
ST_99p_Variations/GenericPlanner_ID_99p_river_hint1_1_All_1,Anything?,
ST_99p_Variations/GenericPlanner_ID_99p_too_many_enemies_1_All_2,Are these guys fucking living here? Where’d they all come from? Fuck it; kill them and get on the terminal.,
ST_99p_Variations/GenericHeister_ID_99p_no_detectives_3_All_1,Back on track – got you,
ST_99p_Variations/StoryCharacter3D_ID_99p_dream_bad_news_1_All_1,"Bad news, Baker… you're running out of time.",
ST_99p_Variations/GenericPlanner_ID_99p_C4_drop_1_All_1,Bag is on the ground – get it,
ST_99p_Variations/GenericPlanner_ID_99p_servo_exposes_cagnali_1_All_1,"Baker! I’m in Cagnali’s system, and you need to see this.",
ST_99p_Variations/GenericPlanner_ID_99p_c4_gate_2_All_1,Bang the gate open!,
ST_99p_Variations/GenericBoss_ID_99p_dream_pit_1_All_1,Bastards…,
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_to_player_1_All_1,"Before you go, I think it’s important that you see my side of things.",
ST_99p_Variations/GenericHeister_ID_99p_door_trap_3_All_1,Bitch!,
ST_99p_Variations/GenericHeister_ID_99p_near_bitch_1_All_3,Bitch!,
ST_99p_Variations/GenericHeister_ID_99p_next_area_1_All_1,Bodies piling up – we got a bunch of them.,
ST_99p_Variations/GenericHeister_ID_99p_bodycheck_1_All_1,Bodycount?,
ST_99p_Variations/GenericPlanner_ID_99p_hack_complete_1_All_3,"Boom! Guess whos controling the robots now motherfucker! Alright, alright, check it.",
ST_99p_Variations/GenericPlanner_ID_99p_servo_exposes_cagnali_1_All_2,Boss! Mr. Baker! Can I call you Baker? Cagnali is up to something big. You need to take a look.,
ST_99p_Variations/GenericHeister_ID_99p_zip_drop_1_All_1,Bullseye!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_2_All_1,But first things first. We are here to wipe out her army as well.,
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_monologue_1_All_1,By now I’m sure you are sifting through the information you have stolen from me.,
ST_99p_Variations/GenericHeister_ID_99p_runner_nokill_2_All_1,COVER!,
ST_99p_Variations/StoryCharacter3D_ID_99p_dream_arrest_civ_4_All_1,Cagnali Industries' line of android attorneys are awaiting approval for general use.,
ST_99p_Variations/GenericHeister_ID_99p_dead_army_2_All_1,Cagnali will be next!,
ST_99p_Variations/GenericPlanner_ID_99p_bridge_gone_6_All_1,Can you guys cross?,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_5,Can’t afford cold feet now! Get in there!,
ST_99p_Variations/GenericPlanner_ID_99p_door_trap_2_All_1,Careful… its everywhere probably,
ST_99p_Variations/GenericHeister_ID_99p_red_flares_4_All_1,Charge!!!,
ST_99p_Variations/GenericPlanner_ID_99p_sudden_explo_4_All_1,Check the rubble guys! Can we go?!,
ST_99p_Variations/GenericPlanner_ID_99p_progress_1_All_1,Check your zones ppl… all the way to the construction site up there!,
ST_99p_Variations/GenericPlanner_ID_99p_extraction_sent_1_All_1,Choppers on the way to get you. Time for us to hit this bee in her hive.,
ST_99p_Variations/GenericPlanner_ID_99p_chopper_arrived_1_All_2,Chopper’s here! Let’s go!,
ST_99p_Variations/GenericBoss_ID_99p_dream_see_casey_1_All_1,"Christ, Casey, what the fuck?",
ST_99p_Variations/GenericHeister_ID_99p_drop_far_2_All_1,Clock man.. how much time do we have?,
ST_99p_Variations/GenericNPC_ID_99p_near_bitch_2_All_1,"Come get some, you piss ants!",
ST_99p_Variations/GenericHeister_ID_99p_get_bitch_1_All_1,"Come on team, hurry up!",
ST_99p_Variations/GenericPlanner_ID_99p_remind_elevator_1_All_3,Come on… get inside the cage all of you. Time!,
ST_99p_Variations/GenericHeister_ID_99p_sad2_2_All_2,Come out and play!,
ST_99p_Variations/GenericPlanner_ID_99p_appr_apartments_1_All_1,Coming up on the apartments! You know the drill - get in and find the terminal!,
ST_99p_Variations/GenericPlanner_ID_99p_black2_1_All_1,Compound is straight ahead. Cops holding off for half hour. If time is up – they will eat you alive – so you hurry.,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_4,Confirm the upload!,
ST_99p_Variations/GenericPlanner_ID_99p_7min_1_All_1,Cops are far away… and not in a hurry,
ST_99p_Variations/GenericPlanner_ID_99p_14min_1_All_1,"Cops are here, but they won’t enter the compound. We are good for now.",
ST_99p_Variations/GenericPlanner_ID_99p_drop_far_3_All_1,Cops getting antsy…. and the bitches helicopter is not far away!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_c_3_All_1,Cops will move in earlier though…,
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_2_All_1,Coughing,
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_1_All_1,Coughing,
ST_99p_Variations/GenericHeister_ID_99p_arrival_room_1_All_1,Cover! Cover! (in case of enemies),
ST_99p_Variations/GenericPlanner_ID_99p_remind_buzzsaw_1_All_3,Cut your way through that fence,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_13,C’mon you’re making us look like a bunch of pussies!,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_more_generators_1_All_2,"C’mon, c’mon! Get some more generators running so we can get out of here!",
ST_99p_Variations/GenericPlanner_ID_99p_hack_update_1_1_All_3,"C’mon, c’mon, c’mon!",
ST_99p_Variations/GenericHeister_ID_99p_bitch_killed_3_All_1,DONE!,
ST_99p_Variations/GenericHeister_ID_99p_door_trap_1_All_1,Damn it! Fucking door traps!,
ST_99p_Variations/GenericHeister_ID_99p_blow_warning_4_All_1,Damn the bridge is rigged too…),
ST_99p_Variations/GenericPlanner_ID_99p_upload_25_1_All_4,Damn this taking forever!,
ST_99p_Variations/GenericHeister_ID_99p_molotov_1_All_2,Danger above. Get out.,
ST_99p_Variations/GenericHeister_ID_99p_rubble_move_2_All_1,Deadlifts – go team!,
ST_99p_Variations/GenericHeister_ID_99p_almost_there_2_All_1,Death around the corner,
ST_99p_Variations/GenericPlanner_ID_99p_diner_1_All_1,Diner building is also a possibility.,
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_4,Do it now! Get the malware on there!,
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_13_All_1,Do it! Hurry,
ST_99p_Variations/GenericHeister_ID_99p_zip_up_1_All_1,Done – zipline is up.,
ST_99p_Variations/GenericHeister_ID_99p_cross_crane_1_All_1,Done! Im across…,
ST_99p_Variations/GenericHeister_ID_99p_99kills_1_All_1,Done! We cut them down good.,
ST_99p_Variations/GenericPlanner_ID_99p_helicopter_warning_1_All_3,Don’t get on! She’s-,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_4,"Don’t leave Touchdowns guys hanging, time to move!",
ST_99p_Variations/GenericPlanner_ID_99p_defend_upload_1_All_2,Don’t let them stop that data transfer!,
ST_99p_Variations/GenericPlanner_ID_99p_rescue_inbound_1_All_1,Don’t worry I got rescue coming for you!,
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_3_All_2,"Easier said then done but fuck it, let’s go!",
ST_99p_Variations/GenericHeister_ID_99p_end_game_1_All_1,End game man.. Slick,
ST_99p_Variations/GenericPlanner_ID_99p_extraction_sent_1_All_3,"Evac's on its way. Get your shit together, we’re moving on her factory next.",
ST_99p_Variations/GenericPlanner_ID_99p_remind_elevator_1_All_1,Everyone inside.,
ST_99p_Variations/GenericPlanner_ID_99p_runner_nokill_1_All_1,FUCK!,
ST_99p_Variations/GenericHeister_ID_99p_open_gate_1_All_1,Fcking doors!! (they open too slow),
ST_99p_Variations/GenericHeister_ID_99p_bitch_remind_2_All_1,Fcking helicopter… I don’t like it!,
ST_99p_Variations/GenericPlanner_ID_99p_next_park_1_All_1,Fight your way out there. Few guys hiding in that park.,
ST_99p_Variations/GenericPlanner_ID_99p_c4_under_2_All_1,"Finally, you got it! Blow that gate open",
ST_99p_Variations/GenericPlanner_ID_99p_bitch_plan_3_All_1,Find a way to get over that bridge!,
ST_99p_Variations/GenericPlanner_ID_99p_construction_site_2_All_3,Find the elevator and get in. It’ll get you there.,
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_2,Find the generators powering the terminal and speed up the upload!,
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_monologue_6_All_1,"First I will secure Rockay, then city by city, state by state; I will make the world a safer place.",
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_1,First terminal is infected! On to the next!,
ST_99p_Variations/GenericHeister_ID_99p_red_flares_1_All_1,Flares! They have seen us!,
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_3,"Follow the cables! Should be some generators running this thing. More generators, means more power, means faster you’re out of there!",
ST_99p_Variations/GenericHeister_ID_99p_c4_under_see_1_All_1,Fuck me! This baby is stuffed with c4! This is way too much!,
ST_99p_Variations/GenericPlanner_ID_99p_second_upload_complete_2_All_1,Fuck me… Cagnali’s got some big plans for Rockay. I’m sure the Sheriff would be interested to see this.,
ST_99p_Variations/GenericBoss_ID_99p_dream_still_carried_1_All_1,Fuck off!,
ST_99p_Variations/StoryCharacter3D_ID_99p_td_fck_scudos_1_All_1,Fuck those Scudos! Buncha fucking pansy-ass bitches.,
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_survived_1_All_1,Fuck those guys! Finish the mission!,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_3,Fuck ya! Files are coming up on my screen now.,
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_1_All_1,Fuck! They we’re ready for you! Kill these assholes and push on!,
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_1_All_1,Fuck!!,
ST_99p_Variations/GenericHeister_ID_99p_bitch_ladder_2_All_1,"Fuck, fuck, you stay right here bitch!",
ST_99p_Variations/GenericHeister_ID_99p_sudden_explo_1_All_1,Fuuuuck!,
ST_99p_Variations/GenericHeister_ID_99p_gas_floor_2_All_1,Gas!! Gas!!,
ST_99p_Variations/GenericHeister_ID_99p_C4_on_gate_1_All_1,Gate is loaded! Heads down!,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_3,Get back on the terminal and confirm it!,
ST_99p_Variations/GenericPlanner_ID_99p_door_rubble_2_All_1,Get down there all of you,
ST_99p_Variations/GenericPlanner_ID_99p_sad_1_All_1,Get down there and take em out! No one leaves!,
ST_99p_Variations/GenericHeister_ID_99p_ied_trap_2_All_1,Get down!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_fly_1_All_1,Get her! Shoot!,
ST_99p_Variations/GenericPlanner_ID_99p_appr_apartments_1_All_3,Get in and get on the terminal! Kill anyone in your way!,
ST_99p_Variations/GenericHeister_ID_99p_enter_lift_2_All_1,"Get in, Get in!",
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_2_All_2,"Get into the buldings, kill all her hired guns and upload the malware. Got all that? Touchdown and his guys will give you some time to get it done.",
ST_99p_Variations/GenericPlanner_ID_99p_second_upload_1_All_1,Get on the second terminal!,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_1,Get on the terminal and confirm it!,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_finish_upload_1_All_2,Get on the terminal and finish the installation!,
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_5,Get on the terminal and start the upload!,
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_2_All_1,Get out of this hole…,
ST_99p_Variations/GenericPlanner_ID_99p_next_motel_1_All_1,Get out that that construction site and go for that motel there.,
ST_99p_Variations/GenericPlanner_ID_99p_closed_gate_1_All_1,Get ready – looks pretty fortified up there!,
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_3_All_1,Get the bitch! Get her!,
ST_99p_Variations/GenericPlanner_ID_99p_generators_two_up_1_All_4,Get the thrid one started and you’ll be out of there in no time!,
ST_99p_Variations/GenericPlanner_ID_99p_75kills_2_All_1,"Get them all, you can do this, and we open up this town.",
ST_99p_Variations/GenericHeister_ID_99p_sad_2_All_1,Get this done!,
ST_99p_Variations/GenericPlanner_ID_99p_to_construction_1_All_1,Get to that construction site.. we can get to the river if we cross through it!,
ST_99p_Variations/GenericPlanner_ID_99p_get_bitch_2_All_1,Get to the Bitch before she takes off! The Roof! RUN!!,
ST_99p_Variations/GenericPlanner_ID_99p_construction_site_1_All_2,Get to the construction site. You’ll find the last terminal there.,
ST_99p_Variations/GenericPlanner_ID_99p_remind_buzzsaw_1_All_2,Get to the elevator through that fence.,
ST_99p_Variations/GenericHeister_ID_99p_cross_river_1_All_1,Get to the other side!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_roof_1_All_1,Get to the roof guys! You don’t have much time!!,
ST_99p_Variations/StoryCharacter3D_ID_99p_td_angry_ass_1_All_1,Get your asses angry and mean. Let’s go!,
ST_99p_Variations/GenericPlanner_ID_99p_finish_upload_1_All_2,Give me an update.,
ST_99p_Variations/GenericPlanner_ID_99p_det_cord_rem_1_All_1,Go find that c4 - check under the bridge!,
ST_99p_Variations/GenericPlanner_ID_99p_leave_sewer_2_All_1,Go for it! Get to the elevator.,
ST_99p_Variations/GenericPlanner_ID_99p_red_flares_3_All_1,"Go guys, no time to waste!",
ST_99p_Variations/GenericPlanner_ID_99p_door_pass_2_All_1,"Go team, go!!",
ST_99p_Variations/GenericPlanner_ID_99p_gate_explo_1_All_1,"Go, go get inside! Go for the elevator",
ST_99p_Variations/GenericPlanner_ID_99p_bridge_gone_1_All_1,God damn it! That was like a ton of C4!!!,
ST_99p_Variations/GenericPlanner_ID_99p_too_many_enemies_1_All_1,"Goddamn, where’d she find all these guys? You gotta take them out or you’re not reaching that terminal.",
