key,source,target
ST_99p_MIssions/meta_99p_missilestrade_task,Купить ракеты для вертолета,
ST_99p_MIssions/meta_99p_cagnalidiedcleanupnotification_nftitle,Канали мертва,
ST_99p_MIssions/meta_99p_cagnalidiedcleanupnotification_nfdescription,"Сюжетная линия «Приказы Канали» закончена, так как банда Канали уничтожена.",
ST_99p_MIssions/meta_99p_eliminateofficers_title,Уничтожение командиров,
ST_99p_MIssions/meta_99p_missilestrade_description,Снарядить вертушку особыми ракетами «Стингер».,
ST_99p_MIssions/meta_99p_99problems_task,Прикончить Канали,
ST_99p_MIssions/meta_99p_hirechopper_title,Вертушка по найму,
ST_99p_MIssions/meta_99p_hirechopper_description,Нанять штурмовой вертолет для удара по Канали.,
ST_99p_MIssions/meta_99p_hirechopper_task,Нанять штурмовой вертолет,
ST_99p_MIssions/meta_99p_compound_task,Нанести урон силам Канали,
ST_99p_MIssions/meta_99p_distraction_task,Напасть на территорию Канали,
ST_99p_MIssions/meta_99p_upgradearmy_description,"Вложиться в армию, чтобы увеличить шансы на победу над Канали.",
ST_99p_MIssions/meta_99p_99problems_description,Пора вывести Канали из игры.,
ST_99p_MIssions/meta_99p_killengineer_task,Убить главного инженера Канали,
ST_99p_MIssions/meta_99p_eliminateofficers_task,Убить всех командиров Канали,
ST_99p_MIssions/meta_99p_missilestrade_title,Ракеты для вертолета,
ST_99p_MIssions/meta_99p_killengineer_description,Устранить главного инженера Канали.,
ST_99p_MIssions/meta_99p_eliminateofficers_description,Устранить командиров Канали.,
ST_99p_MIssions/meta_99p_compound_title,Резиденция,
ST_99p_MIssions/meta_99p_weaponstorage_title,Оружейный склад,
ST_99p_MIssions/meta_99p_upgradearmy_title,Улучшение армии,
ST_99p_MIssions/meta_99p_upgradearmy_task,Улучшить армию,
ST_99p_MIssions/meta_99p_compound_description,"Ослабить силы Канали, убив столько, сколько получится.",
ST_99p_MIssions/meta_99p_killengineer_title,Девчачий конструктор,
ST_99p_Objectives/obj_99p_05_reactivate_generators,Активировать минимум один генератор,
ST_99p_Objectives/obj_99p_custom_activate_generators,Активировать генераторы,
ST_99p_Objectives/obj_99p_custom_active_generators,Активные генераторы,
ST_99p_Objectives/obj_99p_10_apartments_attack,Напасть на жилое здание,
ST_99p_Objectives/obj_99p_02_motel_attack,Напасть на мотель,
ST_99p_Objectives/obj_99p_06_confirm_upload,Подтвердить загрузку,
ST_99p_Objectives/obj_99p_04_defend_generators,Защитить генераторы,
ST_99p_Objectives/obj_99p_01_enter_compound,Попасть на территорию Канали,
ST_99p_Objectives/obj_99p_16_escape,Скрыться,
ST_99p_Objectives/obj_99p_12_gather_elevator,Собраться в лифте,
ST_99p_Objectives/obj_99p_13_get_into_heli,Сесть в вертолет Канали,
ST_99p_Objectives/obj_99p_11_locate_construction_site,Найти вход на стройплощадку,
ST_99p_Objectives/obj_99p_03_locate_access_point,Найти точку доступа к сети,
ST_99p_Objectives/obj_99p_09_alleyway,Пробраться через переулок,
ST_99p_Objectives/obj_99p_07_approach_cafe,Добраться до здания кафе,
ST_99p_Objectives/obj_99p_08_regroup_cafe,Встретиться с Тачдауном,
ST_99p_Objectives/obj_99p_15_signal_heli,Дать сигнал эвакуации вертолету,
ST_99p_Objectives/obj_99p_03b_start_upload,Начать загрузку вируса,
ST_99p_Objectives/obj_99p_14_survive,Выжить до окончания взлома системы,
ST_99p_Variations/GenericPlanner_ID_99p_upload_complete_1_All_3,100%! Все загружено!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_50_1_All_2,50%!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_75_1_All_1,75%!,
ST_99p_Variations/GenericPlanner_ID_99p_sending_data_1_All_1,"Прямиком, блядь, к шерифу! Вот куда все это пойдет. Надо только придать этому более понятный для пенсионеров вид…",
ST_99p_Variations/GenericPlanner_ID_99p_generators_one_down_1_All_5,Генератор только что отключили! Убейте засранцев и запустите его снова!,
ST_99p_Variations/GenericHeister_ID_99p_near_sewer_1_All_1,Канализационная решетка. Откроете?,
ST_99p_Variations/GenericHeister_ID_99p_gas_fire_1_All_1,"А-а-а, валим отсюда!!!",
ST_99p_Variations/GenericBoss_ID_99p_dream_hit_1_All_3,А-а-а-а!,
ST_99p_Variations/GenericBoss_ID_99p_dream_start_1_All_1,Твою же мать!,
ST_99p_Variations/GenericPlanner_ID_99p_pass_blocked_5_All_1,А! Теперь я вас вижу...,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_more_generators_1_All_1,"Уф, слишком долго! Можете запустить больше генераторов?",
ST_99p_Variations/GenericHeister_ID_99p_boom_sewer_1_All_1,А-а-а! Мои уши!!,
ST_99p_Variations/GenericPlanner_ID_99p_generators_all_down_1_All_4,"Все генераторы отключены! Можно обойтись и без них, но так было бы намного лучше!",
ST_99p_Variations/GenericPlanner_ID_99p_near_passage_2_All_1,Все вместе!,
ST_99p_Variations/GenericPlanner_ID_99p_break_in_1_All_1,"Все на лифт, займите позицию повыше.",
ST_99p_Variations/GenericPlanner_ID_99p_going_up_2_All_1,"Ладно, продержитесь чутка... Я зайду на новый круг.",
ST_99p_Variations/GenericHeister_ID_99p_next_area_3_All_1,"Хорошо, тогда вперед.",
ST_99p_Variations/GenericHeister_ID_99p_door_open_1_All_1,"Хорошо, идем!",
ST_99p_Variations/GenericHeister_ID_99p_look_passage_3_All_1,Хорошо!,
ST_99p_Variations/GenericPlanner_ID_99p_upload_complete_1_All_4,"Отлично, все готово!",
ST_99p_Variations/GenericPlanner_ID_99p_robots_deactivated_1_All_1,"Ладно! Блин, извиняюсь…",
ST_99p_Variations/GenericPlanner_ID_99p_wait_helicopter_1_All_1,"Отлично, отправляю вертушку. Там будет кое-что, чтобы вам было легче проникнуть внутрь.",
ST_99p_Variations/GenericPlanner_ID_99p_hack_update_1_1_All_2,"Отлично, у нас есть прогресс.",
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_1_All_1,"Ну что, запоминайте план, он проще простого.",
ST_99p_Variations/GenericPlanner_ID_99p_next_steps_1_All_2,"Так, пробирайтесь через переулок к дому. В одной из комнат найдете еще один терминал. И можете не сомневаться, что он будет хорошо защищен.",
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_2,"Значит, вы уже там. Загрузите терминал и запускайте вирус.",
ST_99p_Variations/GenericHeister_ID_99p_chopper_c4_2_All_1,"Хорошо... не промахнись, я плавать не умею.",
ST_99p_Variations/GenericHeister_ID_99p_alt_end2_5_All_1,Хорошо... да пофиг... теперь у нее надолго не будет армии.,
ST_99p_Variations/GenericHeister_ID_99p_cut_done_1_All_1,Открыто.,
ST_99p_Variations/GenericPlanner_ID_99p_helicopter_explodes_1_All_1,"Ну вот, видали? А я же, блядь, говорил!",
ST_99p_Variations/GenericHeister_ID_99p_blow_warning_2_All_1,И?,
ST_99p_Variations/GenericHeister_ID_99p_no_c4_gate_1_All_1,Есть желающие?,
ST_99p_Variations/GenericPlanner_ID_99p_river_hint1_1_All_1,Хоть что-то?,
ST_99p_Variations/GenericPlanner_ID_99p_too_many_enemies_1_All_2,"Эти чуваки что, живут здесь? Откуда они все взялись? К черту, убейте их и идите к терминалу.",
ST_99p_Variations/GenericHeister_ID_99p_no_detectives_3_All_1,Вернуться к заданию. Принято.,
ST_99p_Variations/StoryCharacter3D_ID_99p_dream_bad_news_1_All_1,"Плохие новости, Бейкер… У тебя вышло время.",
ST_99p_Variations/GenericPlanner_ID_99p_C4_drop_1_All_1,Сумка на земле — подбирайте.,
ST_99p_Variations/GenericPlanner_ID_99p_servo_exposes_cagnali_1_All_1,"Бейкер! Я в системе Канали, тебе нужно это видеть.",
ST_99p_Variations/GenericPlanner_ID_99p_c4_gate_2_All_1,Взрывайте ворота!,
ST_99p_Variations/GenericBoss_ID_99p_dream_pit_1_All_1,Придурки…,
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_to_player_1_All_1,"Прежде чем вы уйдете, я думаю, вы должны услышать мою точку зрения.",
ST_99p_Variations/GenericHeister_ID_99p_door_trap_3_All_1,Сука!,
ST_99p_Variations/GenericHeister_ID_99p_near_bitch_1_All_3,Сука!,
ST_99p_Variations/GenericHeister_ID_99p_next_area_1_All_1,Валяется куча тел — мы многих достали.,
ST_99p_Variations/GenericHeister_ID_99p_bodycheck_1_All_1,Сколько убитых?,
ST_99p_Variations/GenericPlanner_ID_99p_hack_complete_1_All_3,"Бам! Угадайте, кто управляет гребаными роботами! Так, сейчас посмотрим.",
ST_99p_Variations/GenericPlanner_ID_99p_servo_exposes_cagnali_1_All_2,Босс! Мистер Бейкер! А можно просто Бейкер? Канали замышляет что-то грандиозное. Вам нужно это видеть.,
ST_99p_Variations/GenericHeister_ID_99p_zip_drop_1_All_1,В яблочко!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_2_All_1,Но сначала первоочередные задачи. Мы должны уничтожить ее армию.,
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_monologue_1_All_1,Наверняка вы уже сунули нос в украденную у меня информацию.,
ST_99p_Variations/GenericHeister_ID_99p_runner_nokill_2_All_1,В УКРЫТИЕ!,
ST_99p_Variations/StoryCharacter3D_ID_99p_dream_arrest_civ_4_All_1,"Андроиды-адвокаты от корпорации ""Канали"" проходят испытания перед запуском в публичное пользование.",
ST_99p_Variations/GenericHeister_ID_99p_dead_army_2_All_1,Следующим шагом — Канали!,
ST_99p_Variations/GenericPlanner_ID_99p_bridge_gone_6_All_1,Вы сможете перейти?,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_5,Сейчас не время прохлаждаться! Заходите внутрь!,
ST_99p_Variations/GenericPlanner_ID_99p_door_trap_2_All_1,"Осторожнее... они, скорее всего, повсюду.",
ST_99p_Variations/GenericHeister_ID_99p_red_flares_4_All_1,В атаку!!,
ST_99p_Variations/GenericPlanner_ID_99p_sudden_explo_4_All_1,"Ребята, проверьте завалы! Сможем пройти?!",
ST_99p_Variations/GenericPlanner_ID_99p_progress_1_All_1,"Ребята, проверьте свои зоны... до самой строительной площадки!",
ST_99p_Variations/GenericPlanner_ID_99p_extraction_sent_1_All_1,"Вертушка уже в пути, скоро будет у вас. Пришло время разобраться с этим пчелиным ульем.",
ST_99p_Variations/GenericPlanner_ID_99p_chopper_arrived_1_All_2,Вертолет на месте! Вперед!,
ST_99p_Variations/GenericBoss_ID_99p_dream_see_casey_1_All_1,"Иисусе, Кейси, какого хера?",
ST_99p_Variations/GenericHeister_ID_99p_drop_far_2_All_1,Время... Сколько у нас осталось?,
ST_99p_Variations/GenericNPC_ID_99p_near_bitch_2_All_1,"Сейчас получите, сраные букашки!",
ST_99p_Variations/GenericHeister_ID_99p_get_bitch_1_All_1,"Ну же, группа, скорее!",
ST_99p_Variations/GenericPlanner_ID_99p_remind_elevator_1_All_3,Ну же... все в лифт. Время!,
ST_99p_Variations/GenericHeister_ID_99p_sad2_2_All_2,Выходите поиграть!,
ST_99p_Variations/GenericPlanner_ID_99p_appr_apartments_1_All_1,"Приближаемся к дому! Вы знаете, что делать. Войдите и найдите терминал!",
ST_99p_Variations/GenericPlanner_ID_99p_black2_1_All_1,"Впереди резиденция. Копы ждут уже полчаса. Время истекло — они вас живьем сожрут, так что поторапливайтесь.",
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_4,Подтвердите загрузку!,
ST_99p_Variations/GenericPlanner_ID_99p_7min_1_All_1,Копы далеко... и не торопятся.,
ST_99p_Variations/GenericPlanner_ID_99p_14min_1_All_1,"Копы здесь, но они не станут входить в резиденцию. Нам пока везет.",
ST_99p_Variations/GenericPlanner_ID_99p_drop_far_3_All_1,Копы нервничают... и вертолет этой суки уже близко!,
ST_99p_Variations/GenericPlanner_ID_99p_bitch_c_3_All_1,Хотя копы войдут раньше...,
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_2_All_1,Кха.,
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_1_All_1,Кха-кха.,
ST_99p_Variations/GenericHeister_ID_99p_arrival_room_1_All_1,В укрытие! В укрытие!,
ST_99p_Variations/GenericPlanner_ID_99p_remind_buzzsaw_1_All_3,Прорежьте проход в заборе.,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_13,"Ну же, ребята, хватит вести себя как кучка лохов!",
ST_99p_Variations/GenericPlanner_ID_99p_reminder_more_generators_1_All_2,"Ну же! Запустите еще несколько генераторов, чтобы мы могли уже свалить отсюда!",
ST_99p_Variations/GenericPlanner_ID_99p_hack_update_1_1_All_3,"Вперед, вперед!",
ST_99p_Variations/GenericHeister_ID_99p_bitch_killed_3_All_1,ГОТОВО!,
ST_99p_Variations/GenericHeister_ID_99p_door_trap_1_All_1,Проклятье! Гребаные ловушки!,
ST_99p_Variations/GenericHeister_ID_99p_blow_warning_4_All_1,"Проклятье, мост тоже заминирован...",
ST_99p_Variations/GenericPlanner_ID_99p_upload_25_1_All_4,"Черт, это займет целую вечность!",
ST_99p_Variations/GenericHeister_ID_99p_molotov_1_All_2,Угроза сверху. Отходим.,
ST_99p_Variations/GenericHeister_ID_99p_rubble_move_2_All_1,"Тяни-толкай — вперед, ребята!",
ST_99p_Variations/GenericHeister_ID_99p_almost_there_2_All_1,AСпецназ за углом.,
ST_99p_Variations/GenericPlanner_ID_99p_diner_1_All_1,"Возможно, в столовой.",
ST_99p_Variations/GenericPlanner_ID_99p_motel_control_terminal_1_All_4,Давайте! Загружайте туда вирус!,
ST_99p_Variations/GenericHeister_ID_99p_pass_blocked_13_All_1,Ну же! Быстрее!,
ST_99p_Variations/GenericHeister_ID_99p_zip_up_1_All_1,Готово — трос проложен.,
ST_99p_Variations/GenericHeister_ID_99p_cross_crane_1_All_1,Готово! Я на другом берегу...,
ST_99p_Variations/GenericHeister_ID_99p_99kills_1_All_1,Готово! Мы навсегда с ними разделались.,
ST_99p_Variations/GenericPlanner_ID_99p_helicopter_warning_1_All_3,Нельзя этого делать! Она…,
ST_99p_Variations/GenericPlanner_ID_99p_reminder_staircase_1_All_4,"Не заставляйте пацанов Тачдауна ждать, пора двигаться!",
ST_99p_Variations/GenericPlanner_ID_99p_defend_upload_1_All_2,Не дайте им помешать установке!,
ST_99p_Variations/GenericPlanner_ID_99p_rescue_inbound_1_All_1,"Не волнуйтесь, подмога уже в пути!",
ST_99p_Variations/GenericPlanner_ID_99p_blackscreen_servo_3_All_2,"Проще сказать, чем сделать. Ну и хер с ним, погнали!",
ST_99p_Variations/GenericHeister_ID_99p_end_game_1_All_1,Игре конец... вертушка,
ST_99p_Variations/GenericPlanner_ID_99p_extraction_sent_1_All_3,"Скоро вас эвакуируют. Собирайтесь, мы выдвигаемся к ее заводу.",
ST_99p_Variations/GenericPlanner_ID_99p_remind_elevator_1_All_1,Все внутри.,
ST_99p_Variations/GenericPlanner_ID_99p_runner_nokill_1_All_1,ДРЯНЬ!,
ST_99p_Variations/GenericHeister_ID_99p_open_gate_1_All_1,Гребаные двери!,
ST_99p_Variations/GenericHeister_ID_99p_bitch_remind_2_All_1,Гребаный вертолет... Он мне не нравится!,
ST_99p_Variations/GenericPlanner_ID_99p_next_park_1_All_1,Пробивайтесь с боем оттуда. Некоторые прячутся в парке.,
ST_99p_Variations/GenericPlanner_ID_99p_c4_under_2_All_1,"Наконец-то, нашли! Взрывайте ворота!",
ST_99p_Variations/GenericPlanner_ID_99p_bitch_plan_3_All_1,Найдите способ пробраться по мосту!,
ST_99p_Variations/GenericPlanner_ID_99p_construction_site_2_All_3,Найдите лифт. Я подниму вас наверх.,
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_2,"Найдите генераторы, питающие терминал, и ускорьте загрузку!",
ST_99p_Variations/StoryCharacter3D_ID_99p_cagnali_monologue_6_All_1,"Сначала я обеспечу безопасность Рокая, затем остальных городов, штатов… Я сделаю этот мир безопасным.",
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_1,"Первый терминал заражен, идем к следующему!",
ST_99p_Variations/GenericHeister_ID_99p_red_flares_1_All_1,Вспышки! Они нас заметили!,
ST_99p_Variations/GenericPlanner_ID_99p_generators_terminal1_1_All_3,"Следуйте за кабелями! Здесь должно быть несколько генераторов. Больше генераторов — больше энергии, а значит, можно будет быстрее свалить оттуда!",
ST_99p_Variations/GenericHeister_ID_99p_c4_under_see_1_All_1,Ни хрена себе! Да тут всё нашпиговано взрывчаткой! Ее более чем достаточно!,
ST_99p_Variations/GenericPlanner_ID_99p_second_upload_complete_2_All_1,Черт возьми… Да у Канали большие планы на Рокай. Шерифу будет интересно посмотреть на все это.,
ST_99p_Variations/GenericBoss_ID_99p_dream_still_carried_1_All_1,Отвали!,
ST_99p_Variations/StoryCharacter3D_ID_99p_td_fck_scudos_1_All_1,К черту этих скудо! Трусливые паскуды.,
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_survived_1_All_1,В задницу этих ублюдков! Доведите миссию до конца!,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_terminal1_1_All_3,Да! Файлы теперь у меня прямо на экране.,
ST_99p_Variations/GenericPlanner_ID_99p_alley_ambush_1_All_1,Черт! Они вас ждали! Убейте ублюдков и идите дальше!,
ST_99p_Variations/GenericHeister_ID_99p_ied_explo_1_All_1,Твою мать!!,
ST_99p_Variations/GenericHeister_ID_99p_bitch_ladder_2_All_1,"Чёрт, чёрт, стоять, сука!",
ST_99p_Variations/GenericHeister_ID_99p_sudden_explo_1_All_1,Дерьмо-о-о!,
ST_99p_Variations/GenericHeister_ID_99p_gas_floor_2_All_1,Газ! Газ!,
ST_99p_Variations/GenericHeister_ID_99p_C4_on_gate_1_All_1,Взрывчатка установлена! Ложись!,
ST_99p_Variations/GenericPlanner_ID_99p_confirm_upload_1_All_3,Вернитесь к терминалу и подтвердите!,
ST_99p_Variations/GenericPlanner_ID_99p_door_rubble_2_All_1,Тогда все туда!,
ST_99p_Variations/GenericPlanner_ID_99p_sad_1_All_1,Спускайтесь и всех завалите! Никого не выпускать!,
